"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 04 07:12:42 GMT 2024","Thu Apr 04 07:12:52 GMT 2024","9440","tests","features_profile_test","TestNationalities","","","test_empty_field",""
"failed","Thu Apr 04 07:14:22 GMT 2024","Thu Apr 04 07:14:29 GMT 2024","7207","tests","features_profile_test","TestDirectory","","","test_all_locations_are_presented_in_dropdown",""
"broken","Thu Apr 04 07:16:19 GMT 2024","Thu Apr 04 07:16:43 GMT 2024","23820","tests","features_profile_test","TestVacancies","","","test_add_vacancy_QA",""
"passed","Thu Apr 04 07:11:58 GMT 2024","Thu Apr 04 07:12:32 GMT 2024","33816","tests","features_profile_test","TestNationalities","","","test_delete_porto",""
"passed","Thu Apr 04 07:18:02 GMT 2024","Thu Apr 04 07:18:14 GMT 2024","11717","tests","features_profile_test","TestRecruitmentCandidate","","","test_found_candidate",""
"passed","Thu Apr 04 07:24:24 GMT 2024","Thu Apr 04 07:24:30 GMT 2024","5893","tests","features_profile_test","TestForgotPassword","","","test_sent_reset_password",""
"passed","Thu Apr 04 07:17:54 GMT 2024","Thu Apr 04 07:18:02 GMT 2024","8322","tests","features_profile_test","TestRecruitmentCandidate","","","test_shown_error_when_empty_fields",""
"passed","Thu Apr 04 07:18:33 GMT 2024","Thu Apr 04 07:18:38 GMT 2024","5845","tests","features_profile_test","TestRecruitmentCandidate","","","test_hidden_block",""
"passed","Thu Apr 04 07:18:50 GMT 2024","Thu Apr 04 07:18:59 GMT 2024","9692","tests","features_profile_test","TestRecruitmentCandidate","","","test_found_only_sales_after_chosen_from_dropdown",""
"passed","Thu Apr 04 07:22:29 GMT 2024","Thu Apr 04 07:23:00 GMT 2024","31348","tests","features_profile_test","TestRecruitmentCandidate","","","test_if_search_for_11_in_calendar",""
"passed","Thu Apr 04 07:24:18 GMT 2024","Thu Apr 04 07:24:23 GMT 2024","5394","tests","features_profile_test","TestForgotPassword","","","test_back_page",""
"passed","Thu Apr 04 07:23:01 GMT 2024","Thu Apr 04 07:23:37 GMT 2024","36197","tests","features_profile_test","TestRecruitmentCandidate","","","test_if_search_for_invalid_data_via_calendar",""
"broken","Thu Apr 04 07:14:29 GMT 2024","Thu Apr 04 07:14:50 GMT 2024","20284","tests","features_profile_test","TestDirectory","","","test_each_user_have_email",""
