"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 04 11:27:35 GMT 2024","Thu Apr 04 11:27:50 GMT 2024","15285","tests","features_profile_test","TestPimReports","","","test_add_report",""
"passed","Thu Apr 04 11:28:39 GMT 2024","Thu Apr 04 11:28:49 GMT 2024","10035","tests","features_profile_test","TestPimReports","","","test_sort_ascending_name",""
"passed","Thu Apr 04 11:23:20 GMT 2024","Thu Apr 04 11:23:24 GMT 2024","3888","tests","features_profile_test","TestProfileFeatures","","","test_with_valid_crendentional",""
"broken","Thu Apr 04 11:35:40 GMT 2024","Thu Apr 04 11:35:58 GMT 2024","17281","tests","features_profile_test","TestRecruitmentCandidate","","","test_sorted_descending_hiring",""
"broken","Thu Apr 04 11:32:07 GMT 2024","Thu Apr 04 11:32:24 GMT 2024","17374","tests","features_profile_test","TestRecruitmentCandidate","","","test_found_no_records",""
"passed","Thu Apr 04 11:23:24 GMT 2024","Thu Apr 04 11:24:04 GMT 2024","39718","tests","features_profile_test","TestNationalities","","","test_scraping_all_countries_in_table",""
"broken","Thu Apr 04 11:33:01 GMT 2024","Thu Apr 04 11:33:18 GMT 2024","17361","tests","features_profile_test","TestRecruitmentCandidate","","","test_found_only_sales_after_chosen_from_dropdown",""
"broken","Thu Apr 04 11:35:23 GMT 2024","Thu Apr 04 11:35:40 GMT 2024","17455","tests","features_profile_test","TestRecruitmentCandidate","","","test_sorted_ascending_hiring",""
"broken","Thu Apr 04 11:26:51 GMT 2024","Thu Apr 04 11:27:11 GMT 2024","20828","tests","features_profile_test","TestDirectory","","","test_is_display_chief_after_filters",""
"passed","Thu Apr 04 11:37:39 GMT 2024","Thu Apr 04 11:37:45 GMT 2024","6482","tests","features_profile_test","TestForgotPassword","","","test_sent_reset_password",""
"broken","Thu Apr 04 11:31:14 GMT 2024","Thu Apr 04 11:31:31 GMT 2024","17537","tests","features_profile_test","TestRecruitmentCandidate","","","test_shown_error_when_empty_fields",""
"broken","Thu Apr 04 11:33:54 GMT 2024","Thu Apr 04 11:34:11 GMT 2024","17302","tests","features_profile_test","TestRecruitmentCandidate","","","test_found_only_rejected_status_chosen_from_dropdown",""
"passed","Thu Apr 04 11:37:28 GMT 2024","Thu Apr 04 11:37:32 GMT 2024","4540","tests","features_profile_test","TestForgotPassword","","","test_shown_error",""
"broken","Thu Apr 04 11:30:38 GMT 2024","Thu Apr 04 11:30:55 GMT 2024","17499","tests","features_profile_test","TestVacancies","","","test_display_sales_in_table_after_chosen_dropdown",""
"broken","Thu Apr 04 11:32:43 GMT 2024","Thu Apr 04 11:33:00 GMT 2024","17641","tests","features_profile_test","TestRecruitmentCandidate","","","test_found_only_qa_lead_after_chosen_from_dropdown",""
"passed","Thu Apr 04 11:26:42 GMT 2024","Thu Apr 04 11:26:50 GMT 2024","7883","tests","features_profile_test","TestDirectory","","","test_no_records",""
"broken","Thu Apr 04 11:34:47 GMT 2024","Thu Apr 04 11:35:05 GMT 2024","17314","tests","features_profile_test","TestRecruitmentCandidate","","","test_sorted_ascending_candidate",""
"passed","Thu Apr 04 11:27:12 GMT 2024","Thu Apr 04 11:27:20 GMT 2024","7956","tests","features_profile_test","TestDirectory","","","test_all_locations_are_presented_in_dropdown",""
"passed","Thu Apr 04 11:27:20 GMT 2024","Thu Apr 04 11:27:35 GMT 2024","14655","tests","features_profile_test","TestDirectory","","","test_each_user_have_email",""
"passed","Thu Apr 04 11:25:54 GMT 2024","Thu Apr 04 11:26:04 GMT 2024","10122","tests","features_profile_test","TestNationalities","","","test_empty_field",""
"passed","Thu Apr 04 11:25:42 GMT 2024","Thu Apr 04 11:25:54 GMT 2024","11705","tests","features_profile_test","TestNationalities","","","test_country_is_exist",""
"passed","Thu Apr 04 11:28:50 GMT 2024","Thu Apr 04 11:29:00 GMT 2024","10295","tests","features_profile_test","TestPimReports","","","test_sort_descending_name",""
"passed","Thu Apr 04 11:29:00 GMT 2024","Thu Apr 04 11:29:09 GMT 2024","8829","tests","features_profile_test","TestPimReports","","","test_hide_block",""
"passed","Thu Apr 04 11:37:33 GMT 2024","Thu Apr 04 11:37:38 GMT 2024","5800","tests","features_profile_test","TestForgotPassword","","","test_back_page",""
"broken","Thu Apr 04 11:30:56 GMT 2024","Thu Apr 04 11:31:13 GMT 2024","17438","tests","features_profile_test","TestRecruitmentCandidate","","","test_add_new_candidate",""
"broken","Thu Apr 04 11:27:51 GMT 2024","Thu Apr 04 11:28:15 GMT 2024","24707","tests","features_profile_test","TestPimReports","","","test_find_a_new_report",""
"passed","Thu Apr 04 11:26:26 GMT 2024","Thu Apr 04 11:26:34 GMT 2024","8180","tests","features_profile_test","TestDirectory","","","test_is_display_hr_after_filters",""
"broken","Thu Apr 04 11:37:10 GMT 2024","Thu Apr 04 11:37:27 GMT 2024","17446","tests","features_profile_test","TestRecruitmentCandidate","","","test_if_search_for_invalid_record_via_calendar",""
"broken","Thu Apr 04 11:29:09 GMT 2024","Thu Apr 04 11:29:34 GMT 2024","24687","tests","features_profile_test","TestVacancies","","","test_add_vacancy_QA",""
"passed","Thu Apr 04 11:24:17 GMT 2024","Thu Apr 04 11:24:29 GMT 2024","12214","tests","features_profile_test","TestNationalities","","","test_add_kyiv",""
"passed","Thu Apr 04 11:25:07 GMT 2024","Thu Apr 04 11:25:42 GMT 2024","34262","tests","features_profile_test","TestNationalities","","","test_delete_porto",""
"broken","Thu Apr 04 11:32:25 GMT 2024","Thu Apr 04 11:32:42 GMT 2024","17398","tests","features_profile_test","TestRecruitmentCandidate","","","test_hidden_block",""
