"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17792","test_add_kyiv","tests","Wed Dec 10 11:45:11 UTC 2025","broken","Wed Dec 10 11:45:29 UTC 2025","TestNationalities","features_profile_test","",""
"","17828","test_found_only_sales_after_chosen_from_dropdown","tests","Wed Dec 10 11:54:31 UTC 2025","broken","Wed Dec 10 11:54:49 UTC 2025","TestRecruitmentCandidate","features_profile_test","",""
"","17682","test_is_display_employee_after_filters","tests","Wed Dec 10 11:47:17 UTC 2025","broken","Wed Dec 10 11:47:35 UTC 2025","TestDirectory","features_profile_test","",""
"","17747","test_found_only_rejected_status_chosen_from_dropdown","tests","Wed Dec 10 11:55:25 UTC 2025","broken","Wed Dec 10 11:55:43 UTC 2025","TestRecruitmentCandidate","features_profile_test","",""
"","3959","test_back_page","tests","Wed Dec 10 11:59:06 UTC 2025","passed","Wed Dec 10 11:59:10 UTC 2025","TestForgotPassword","features_profile_test","",""
"","17760","test_add_porto","tests","Wed Dec 10 11:45:47 UTC 2025","broken","Wed Dec 10 11:46:05 UTC 2025","TestNationalities","features_profile_test","",""
"","17657","test_sort_ascending_name","tests","Wed Dec 10 11:50:37 UTC 2025","broken","Wed Dec 10 11:50:55 UTC 2025","TestPimReports","features_profile_test","",""
"","17714","test_find_invalid_report","tests","Wed Dec 10 11:50:01 UTC 2025","broken","Wed Dec 10 11:50:19 UTC 2025","TestPimReports","features_profile_test","",""
"","18469","test_if_search_for_invalid_record_via_calendar","tests","Wed Dec 10 11:58:44 UTC 2025","broken","Wed Dec 10 11:59:02 UTC 2025","TestRecruitmentCandidate","features_profile_test","",""
"","17861","test_search_for_valid_data_via_calendar","tests","Wed Dec 10 11:57:32 UTC 2025","broken","Wed Dec 10 11:57:49 UTC 2025","TestRecruitmentCandidate","features_profile_test","",""
"","21360","test_vacancy_existed","tests","Wed Dec 10 11:51:52 UTC 2025","broken","Wed Dec 10 11:52:14 UTC 2025","TestVacancies","features_profile_test","",""
"","9103","test_show_error_when_empty_field","tests","Wed Dec 10 11:52:14 UTC 2025","passed","Wed Dec 10 11:52:23 UTC 2025","TestVacancies","features_profile_test","",""
"","17765","test_found_only_qa_lead_after_chosen_from_dropdown","tests","Wed Dec 10 11:54:13 UTC 2025","broken","Wed Dec 10 11:54:31 UTC 2025","TestRecruitmentCandidate","features_profile_test","",""
"","17833","test_if_search_for_july_in_calendar","tests","Wed Dec 10 11:57:50 UTC 2025","broken","Wed Dec 10 11:58:08 UTC 2025","TestRecruitmentCandidate","features_profile_test","",""
"","17881","test_found_candidate","tests","Wed Dec 10 11:53:15 UTC 2025","broken","Wed Dec 10 11:53:33 UTC 2025","TestRecruitmentCandidate","features_profile_test","",""
"","6428","test_add_new_candidate","tests","Wed Dec 10 11:53:02 UTC 2025","passed","Wed Dec 10 11:53:08 UTC 2025","TestRecruitmentCandidate","features_profile_test","",""
"","17702","test_add_country","tests","Wed Dec 10 11:44:53 UTC 2025","broken","Wed Dec 10 11:45:11 UTC 2025","TestNationalities","features_profile_test","",""
"","17697","test_delete_porto","tests","Wed Dec 10 11:46:05 UTC 2025","broken","Wed Dec 10 11:46:23 UTC 2025","TestNationalities","features_profile_test","",""
"","17826","test_find_a_new_report","tests","Wed Dec 10 11:49:43 UTC 2025","broken","Wed Dec 10 11:50:01 UTC 2025","TestPimReports","features_profile_test","",""
"","17686","test_add_report","tests","Wed Dec 10 11:49:25 UTC 2025","broken","Wed Dec 10 11:49:43 UTC 2025","TestPimReports","features_profile_test","",""
"","17771","test_delete_kyiv_from_table","tests","Wed Dec 10 11:45:29 UTC 2025","broken","Wed Dec 10 11:45:47 UTC 2025","TestNationalities","features_profile_test","",""
"","17166","test_hide_block","tests","Wed Dec 10 11:51:13 UTC 2025","broken","Wed Dec 10 11:51:30 UTC 2025","TestPimReports","features_profile_test","",""
"","19075","test_display_engineer_in_table_after_chosen_dropdown","tests","Wed Dec 10 11:52:23 UTC 2025","broken","Wed Dec 10 11:52:42 UTC 2025","TestVacancies","features_profile_test","",""
"","19020","test_display_sales_in_table_after_chosen_dropdown","tests","Wed Dec 10 11:52:43 UTC 2025","broken","Wed Dec 10 11:53:02 UTC 2025","TestVacancies","features_profile_test","",""
"","17734","test_sorted_descending_hiring","tests","Wed Dec 10 11:57:14 UTC 2025","broken","Wed Dec 10 11:57:31 UTC 2025","TestRecruitmentCandidate","features_profile_test","",""
"","19592","test_all_locations_are_presented_in_dropdown","tests","Wed Dec 10 11:48:47 UTC 2025","broken","Wed Dec 10 11:49:07 UTC 2025","TestDirectory","features_profile_test","",""
"","17777","test_if_search_for_invalid_data_via_calendar","tests","Wed Dec 10 11:58:26 UTC 2025","broken","Wed Dec 10 11:58:44 UTC 2025","TestRecruitmentCandidate","features_profile_test","",""
"","17768","test_sorted_ascending_vacancy","tests","Wed Dec 10 11:55:43 UTC 2025","broken","Wed Dec 10 11:56:01 UTC 2025","TestRecruitmentCandidate","features_profile_test","",""
"","17715","test_no_records","tests","Wed Dec 10 11:48:11 UTC 2025","broken","Wed Dec 10 11:48:29 UTC 2025","TestDirectory","features_profile_test","",""
"","5930","test_shown_error_when_empty_fields","tests","Wed Dec 10 11:53:09 UTC 2025","passed","Wed Dec 10 11:53:15 UTC 2025","TestRecruitmentCandidate","features_profile_test","",""
"","17678","test_is_display_chief_after_filters","tests","Wed Dec 10 11:48:29 UTC 2025","broken","Wed Dec 10 11:48:47 UTC 2025","TestDirectory","features_profile_test","",""
"","17685","test_sorted_ascending_candidate","tests","Wed Dec 10 11:56:19 UTC 2025","broken","Wed Dec 10 11:56:37 UTC 2025","TestRecruitmentCandidate","features_profile_test","",""
"","17851","test_sorted_ascending_hiring","tests","Wed Dec 10 11:56:55 UTC 2025","broken","Wed Dec 10 11:57:13 UTC 2025","TestRecruitmentCandidate","features_profile_test","",""
"","2869","test_shown_error","tests","Wed Dec 10 11:59:03 UTC 2025","passed","Wed Dec 10 11:59:06 UTC 2025","TestForgotPassword","features_profile_test","",""
"","4559","test_with_valid_crendentional","tests","Wed Dec 10 11:44:30 UTC 2025","passed","Wed Dec 10 11:44:35 UTC 2025","TestProfileFeatures","features_profile_test","",""
"","3566","test_hidden_block","tests","Wed Dec 10 11:54:09 UTC 2025","passed","Wed Dec 10 11:54:13 UTC 2025","TestRecruitmentCandidate","features_profile_test","",""
"","17679","test_is_display_hr_after_filters","tests","Wed Dec 10 11:47:35 UTC 2025","broken","Wed Dec 10 11:47:53 UTC 2025","TestDirectory","features_profile_test","",""
"","17768","test_empty_field","tests","Wed Dec 10 11:46:41 UTC 2025","broken","Wed Dec 10 11:46:59 UTC 2025","TestNationalities","features_profile_test","",""
"","21503","test_add_vacancy_QA","tests","Wed Dec 10 11:51:30 UTC 2025","broken","Wed Dec 10 11:51:52 UTC 2025","TestVacancies","features_profile_test","",""
"","17721","test_delete_report","tests","Wed Dec 10 11:50:19 UTC 2025","broken","Wed Dec 10 11:50:37 UTC 2025","TestPimReports","features_profile_test","",""
"","17735","test_sorted_descending_candidate","tests","Wed Dec 10 11:56:37 UTC 2025","broken","Wed Dec 10 11:56:55 UTC 2025","TestRecruitmentCandidate","features_profile_test","",""
"","17747","test_sort_descending_name","tests","Wed Dec 10 11:50:55 UTC 2025","broken","Wed Dec 10 11:51:13 UTC 2025","TestPimReports","features_profile_test","",""
"","17887","test_edit_country","tests","Wed Dec 10 11:46:59 UTC 2025","broken","Wed Dec 10 11:47:17 UTC 2025","TestNationalities","features_profile_test","",""
