"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","35313","Directory filter by Job Title: Chief Financial Officer","tests","Sat Jan 31 21:22:14 UTC 2026","broken","Sat Jan 31 21:22:50 UTC 2026","TestDirectory","features_profile_test","",""
"","37984","Validate 'Required' error when Nationality field is empty","tests","Sat Jan 31 21:19:43 UTC 2026","broken","Sat Jan 31 21:20:21 UTC 2026","TestNationalities","features_profile_test","",""
"","38935","Add new vacancy with Job Title: QA Lead","tests","Sat Jan 31 21:21:53 UTC 2026","broken","Sat Jan 31 21:22:31 UTC 2026","TestVacancies","features_profile_test","",""
"","36213","test_scraping_all_countries_in_table","tests","Sat Jan 31 21:19:48 UTC 2026","broken","Sat Jan 31 21:20:24 UTC 2026","TestNationalities","features_profile_test","",""
"","6899","test_if_search_for_july_in_calendar","tests","Sat Jan 31 21:24:04 UTC 2026","broken","Sat Jan 31 21:24:11 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","5703","test_hidden_block","tests","Sat Jan 31 21:23:20 UTC 2026","passed","Sat Jan 31 21:23:25 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","8210","test_shown_error_when_empty_fields","tests","Sat Jan 31 21:22:58 UTC 2026","passed","Sat Jan 31 21:23:06 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","39676","test_if_search_for_invalid_data_via_calendar","tests","Sat Jan 31 21:24:36 UTC 2026","passed","Sat Jan 31 21:25:16 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","13222","test_add_report","tests","Sat Jan 31 21:21:06 UTC 2026","passed","Sat Jan 31 21:21:20 UTC 2026","TestPimReports","features_profile_test","",""
"","6189","test_if_search_for_11_in_calendar","tests","Sat Jan 31 21:24:04 UTC 2026","broken","Sat Jan 31 21:24:10 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","37392","Vacancies filter: Software Engineer","tests","Sat Jan 31 21:22:07 UTC 2026","broken","Sat Jan 31 21:22:44 UTC 2026","TestVacancies","features_profile_test","",""
"","12154","Vacancies filter: Sales Representative","tests","Sat Jan 31 21:22:45 UTC 2026","passed","Sat Jan 31 21:22:57 UTC 2026","TestVacancies","features_profile_test","",""
"","9124","test_found_invalid_data","tests","Sat Jan 31 21:23:06 UTC 2026","passed","Sat Jan 31 21:23:15 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","38511","test_find_a_new_report","tests","Sat Jan 31 21:21:20 UTC 2026","broken","Sat Jan 31 21:21:59 UTC 2026","TestPimReports","features_profile_test","",""
"","7669","Directory filter by Job Title: Software Engineer","tests","Sat Jan 31 21:20:58 UTC 2026","failed","Sat Jan 31 21:21:06 UTC 2026","TestDirectory","features_profile_test","",""
"","18692","test_sorting_in_candidates_table[click_on_sort_icon_btn-are_sorted_ascending_vacancy_in_table-Vacancy-Ascending]","tests","Sat Jan 31 21:23:23 UTC 2026","passed","Sat Jan 31 21:23:42 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","12338","test_show_error_when_empty_field","tests","Sat Jan 31 21:23:10 UTC 2026","passed","Sat Jan 31 21:23:23 UTC 2026","TestVacancies","features_profile_test","",""
"","12242","test_found_candidate","tests","Sat Jan 31 21:23:07 UTC 2026","passed","Sat Jan 31 21:23:19 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","9357","test_add_new_candidate","tests","Sat Jan 31 21:22:57 UTC 2026","passed","Sat Jan 31 21:23:07 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
