"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11716","Vacancies filter: Software Engineer","tests","Fri Jan 30 22:51:18 UTC 2026","passed","Fri Jan 30 22:51:30 UTC 2026","TestVacancies","features_profile_test","",""
"","6885","Directory filter by Job Title: Chief Financial Officer","tests","Fri Jan 30 22:48:05 UTC 2026","failed","Fri Jan 30 22:48:12 UTC 2026","TestDirectory","features_profile_test","",""
"","19060","test_sorting_in_candidates_table[click_on_sort_icon_btn-are_sorted_descending_vacancy_in_table-Vacancy-Descending]","tests","Fri Jan 30 22:52:56 UTC 2026","passed","Fri Jan 30 22:53:15 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","7955","Directory filter by Job Title: QA Engineer","tests","Fri Jan 30 22:47:56 UTC 2026","passed","Fri Jan 30 22:48:04 UTC 2026","TestDirectory","features_profile_test","",""
"","3927","test_with_valid_crendentional","tests","Fri Jan 30 22:43:47 UTC 2026","passed","Fri Jan 30 22:43:51 UTC 2026","TestProfileFeatures","features_profile_test","",""
"","19451","test_sorting_in_candidates_table[click_on_sort_icon_candidate-are_sorted_descending_candidate_in_table-Candidate-Descending]","tests","Fri Jan 30 22:53:35 UTC 2026","passed","Fri Jan 30 22:53:54 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","29268","test_vacancy_existed","tests","Fri Jan 30 22:50:37 UTC 2026","broken","Fri Jan 30 22:51:06 UTC 2026","TestVacancies","features_profile_test","",""
"","9378","test_add_new_candidate","tests","Fri Jan 30 22:51:43 UTC 2026","passed","Fri Jan 30 22:51:52 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","6873","Directory filter by Job Title: Software Engineer","tests","Fri Jan 30 22:47:42 UTC 2026","passed","Fri Jan 30 22:47:49 UTC 2026","TestDirectory","features_profile_test","",""
"","34628","test_are_fonded_valid_date_via_calendar","tests","Fri Jan 30 22:54:35 UTC 2026","passed","Fri Jan 30 22:55:10 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","6102","test_if_search_for_11_in_calendar","tests","Fri Jan 30 22:55:45 UTC 2026","broken","Fri Jan 30 22:55:51 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","11033","test_show_error_when_empty_field","tests","Fri Jan 30 22:51:07 UTC 2026","passed","Fri Jan 30 22:51:18 UTC 2026","TestVacancies","features_profile_test","",""
"","25128","Delete nationality: Kyiv","tests","Fri Jan 30 22:45:08 UTC 2026","broken","Fri Jan 30 22:45:33 UTC 2026","TestNationalities","features_profile_test","",""
"","25196","Edit nationality and verify update notification","tests","Fri Jan 30 22:47:16 UTC 2026","broken","Fri Jan 30 22:47:41 UTC 2026","TestNationalities","features_profile_test","",""
"","25109","Add nationality: Kyiv","tests","Fri Jan 30 22:44:42 UTC 2026","broken","Fri Jan 30 22:45:07 UTC 2026","TestNationalities","features_profile_test","",""
"","20378","test_delete_report","tests","Fri Jan 30 22:49:29 UTC 2026","passed","Fri Jan 30 22:49:49 UTC 2026","TestPimReports","features_profile_test","",""
"","39996","test_if_search_for_invalid_record_via_calendar","tests","Fri Jan 30 22:56:32 UTC 2026","passed","Fri Jan 30 22:57:12 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","14273","test_hide_block","tests","Fri Jan 30 22:49:50 UTC 2026","passed","Fri Jan 30 22:50:04 UTC 2026","TestPimReports","features_profile_test","",""
"","8252","test_found_invalid_data","tests","Fri Jan 30 22:52:14 UTC 2026","passed","Fri Jan 30 22:52:22 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","8208","test_found_no_records","tests","Fri Jan 30 22:52:22 UTC 2026","passed","Fri Jan 30 22:52:30 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
