"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18342","test_found_invalid_data","tests","Wed Sep 17 17:08:30 UTC 2025","broken","Wed Sep 17 17:08:49 UTC 2025","TestRecruitmentCandidate","features_profile_test","",""
"","18320","test_country_is_exist","tests","Wed Sep 17 17:01:05 UTC 2025","broken","Wed Sep 17 17:01:24 UTC 2025","TestNationalities","features_profile_test","",""
"","19606","test_display_sales_in_table_after_chosen_dropdown","tests","Wed Sep 17 17:07:36 UTC 2025","broken","Wed Sep 17 17:07:56 UTC 2025","TestVacancies","features_profile_test","",""
"","18349","test_scraping_all_countries_in_table","tests","Wed Sep 17 16:59:14 UTC 2025","broken","Wed Sep 17 16:59:32 UTC 2025","TestNationalities","features_profile_test","",""
"","18334","test_hide_block","tests","Wed Sep 17 17:06:03 UTC 2025","broken","Wed Sep 17 17:06:21 UTC 2025","TestPimReports","features_profile_test","",""
"","18200","test_is_display_hr_after_filters","tests","Wed Sep 17 17:02:20 UTC 2025","broken","Wed Sep 17 17:02:38 UTC 2025","TestDirectory","features_profile_test","",""
"","18312","test_delete_report","tests","Wed Sep 17 17:05:07 UTC 2025","broken","Wed Sep 17 17:05:25 UTC 2025","TestPimReports","features_profile_test","",""
"","4487","test_back_page","tests","Wed Sep 17 17:14:15 UTC 2025","passed","Wed Sep 17 17:14:20 UTC 2025","TestForgotPassword","features_profile_test","",""
"","4653","test_sent_reset_password","tests","Wed Sep 17 17:14:20 UTC 2025","passed","Wed Sep 17 17:14:25 UTC 2025","TestForgotPassword","features_profile_test","",""
"","22071","test_add_vacancy_QA","tests","Wed Sep 17 17:06:22 UTC 2025","broken","Wed Sep 17 17:06:44 UTC 2025","TestVacancies","features_profile_test","",""
"","18430","test_found_only_manager_chosen_from_dropdown","tests","Wed Sep 17 17:09:50 UTC 2025","broken","Wed Sep 17 17:10:08 UTC 2025","TestRecruitmentCandidate","features_profile_test","",""
