"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29538","Directory filter by Job Title: HR Manager","tests","Tue Jan 27 15:54:39 UTC 2026","broken","Tue Jan 27 15:55:08 UTC 2026","TestDirectory","features_profile_test","",""
"","33715","Vacancies filter: Software Engineer","tests","Tue Jan 27 16:00:42 UTC 2026","broken","Tue Jan 27 16:01:15 UTC 2026","TestVacancies","features_profile_test","",""
"","27864","test_delete_report","tests","Tue Jan 27 15:57:49 UTC 2026","broken","Tue Jan 27 15:58:17 UTC 2026","TestPimReports","features_profile_test","",""
"","26761","test_scraping_all_countries_in_table","tests","Tue Jan 27 15:50:05 UTC 2026","broken","Tue Jan 27 15:50:32 UTC 2026","TestNationalities","features_profile_test","",""
"","29449","test_sorting_in_candidates_table[click_on_sort_icon_hiring-are_sorted_ascending_hiring_in_table-Hiring-Ascending]","tests","Tue Jan 27 16:07:43 UTC 2026","broken","Tue Jan 27 16:08:12 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","26818","test_found_only_sales_after_chosen_from_dropdown","tests","Tue Jan 27 16:04:03 UTC 2026","broken","Tue Jan 27 16:04:29 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","26468","Delete nationality: Portu","tests","Tue Jan 27 15:52:24 UTC 2026","broken","Tue Jan 27 15:52:51 UTC 2026","TestNationalities","features_profile_test","",""
"","26208","test_found_only_qa_lead_after_chosen_from_dropdown","tests","Tue Jan 27 16:03:36 UTC 2026","broken","Tue Jan 27 16:04:02 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","26293","Directory filter by Job Title: Software Engineer","tests","Tue Jan 27 15:54:12 UTC 2026","broken","Tue Jan 27 15:54:38 UTC 2026","TestDirectory","features_profile_test","",""
"","26389","test_found_invalid_data","tests","Tue Jan 27 16:02:36 UTC 2026","broken","Tue Jan 27 16:03:03 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","6172","test_hidden_block","tests","Tue Jan 27 16:03:30 UTC 2026","passed","Tue Jan 27 16:03:36 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","26804","test_found_only_engineer_chosen_from_dropdown","tests","Tue Jan 27 16:04:56 UTC 2026","broken","Tue Jan 27 16:05:23 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","54935","Add new vacancy with Job Title: QA Lead","tests","Tue Jan 27 15:58:44 UTC 2026","broken","Tue Jan 27 15:59:39 UTC 2026","TestVacancies","features_profile_test","",""
"","30859","test_if_search_for_invalid_record_via_calendar","tests","Tue Jan 27 16:11:59 UTC 2026","broken","Tue Jan 27 16:12:30 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","26756","test_sorting_in_candidates_table[click_on_sort_icon_candidate-are_sorted_ascending_candidate_in_table-Candidate-Ascending]","tests","Tue Jan 27 16:06:45 UTC 2026","broken","Tue Jan 27 16:07:12 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","11424","test_add_new_candidate","tests","Tue Jan 27 16:01:46 UTC 2026","passed","Tue Jan 27 16:01:57 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","26739","test_find_a_new_report","tests","Tue Jan 27 15:56:56 UTC 2026","broken","Tue Jan 27 15:57:22 UTC 2026","TestPimReports","features_profile_test","",""
"","26057","test_find_invalid_report","tests","Tue Jan 27 15:57:23 UTC 2026","broken","Tue Jan 27 15:57:49 UTC 2026","TestPimReports","features_profile_test","",""
"","26369","Add nationality: Kyiv","tests","Tue Jan 27 15:50:59 UTC 2026","broken","Tue Jan 27 15:51:25 UTC 2026","TestNationalities","features_profile_test","",""
"","26147","test_found_only_manager_chosen_from_dropdown","tests","Tue Jan 27 16:04:30 UTC 2026","broken","Tue Jan 27 16:04:56 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","26086","test_found_candidate","tests","Tue Jan 27 16:02:10 UTC 2026","broken","Tue Jan 27 16:02:36 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","26409","test_sorting_in_candidates_table[click_on_sort_icon_btn-are_sorted_ascending_vacancy_in_table-Vacancy-Ascending]","tests","Tue Jan 27 16:05:52 UTC 2026","broken","Tue Jan 27 16:06:18 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","25886","test_hide_block","tests","Tue Jan 27 15:58:18 UTC 2026","broken","Tue Jan 27 15:58:43 UTC 2026","TestPimReports","features_profile_test","",""
"","51209","test_if_search_for_11_in_calendar","tests","Tue Jan 27 16:10:30 UTC 2026","broken","Tue Jan 27 16:11:22 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","37556","test_sorting_in_candidates_table[click_on_sort_icon_hiring-are_sorted_descending_hiring_in_table-Hiring-Descending]","tests","Tue Jan 27 16:08:13 UTC 2026","broken","Tue Jan 27 16:08:50 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
