"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 04 18:19:16 GMT 2024","Thu Apr 04 18:19:23 GMT 2024","7449","tests","features_profile_test","TestPimReports","","","test_hide_block",""
"passed","Thu Apr 04 18:27:07 GMT 2024","Thu Apr 04 18:27:42 GMT 2024","35331","tests","features_profile_test","TestRecruitmentCandidate","","","test_if_search_for_invalid_record_via_calendar",""
"passed","Thu Apr 04 18:23:19 GMT 2024","Thu Apr 04 18:23:38 GMT 2024","19100","tests","features_profile_test","TestRecruitmentCandidate","","","test_sorted_descending_candidate",""
"passed","Thu Apr 04 18:20:22 GMT 2024","Thu Apr 04 18:20:34 GMT 2024","11873","tests","features_profile_test","TestVacancies","","","test_display_engineer_in_table_after_chosen_dropdown",""
"passed","Thu Apr 04 18:21:26 GMT 2024","Thu Apr 04 18:21:34 GMT 2024","8211","tests","features_profile_test","TestRecruitmentCandidate","","","test_found_no_records",""
"passed","Thu Apr 04 18:21:17 GMT 2024","Thu Apr 04 18:21:25 GMT 2024","8378","tests","features_profile_test","TestRecruitmentCandidate","","","test_found_invalid_data",""
"passed","Thu Apr 04 18:23:57 GMT 2024","Thu Apr 04 18:24:16 GMT 2024","19110","tests","features_profile_test","TestRecruitmentCandidate","","","test_sorted_descending_hiring",""
"passed","Thu Apr 04 18:27:47 GMT 2024","Thu Apr 04 18:27:52 GMT 2024","5046","tests","features_profile_test","TestForgotPassword","","","test_back_page",""
"passed","Thu Apr 04 18:14:04 GMT 2024","Thu Apr 04 18:14:08 GMT 2024","3482","tests","features_profile_test","TestProfileFeatures","","","test_with_valid_crendentional",""
"passed","Thu Apr 04 18:22:07 GMT 2024","Thu Apr 04 18:22:15 GMT 2024","8330","tests","features_profile_test","TestRecruitmentCandidate","","","test_found_only_engineer_chosen_from_dropdown",""
"passed","Thu Apr 04 18:14:47 GMT 2024","Thu Apr 04 18:14:57 GMT 2024","9984","tests","features_profile_test","TestNationalities","","","test_add_country",""
"passed","Thu Apr 04 18:26:31 GMT 2024","Thu Apr 04 18:27:07 GMT 2024","35362","tests","features_profile_test","TestRecruitmentCandidate","","","test_if_search_for_invalid_data_via_calendar",""
"passed","Thu Apr 04 18:22:42 GMT 2024","Thu Apr 04 18:23:00 GMT 2024","17940","tests","features_profile_test","TestRecruitmentCandidate","","","test_sorted_descending_vacancy",""
"passed","Thu Apr 04 18:23:01 GMT 2024","Thu Apr 04 18:23:19 GMT 2024","18047","tests","features_profile_test","TestRecruitmentCandidate","","","test_sorted_ascending_candidate",""
