"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 28 08:49:45 GMT 2024","Thu Mar 28 08:49:59 GMT 2024","13722","tests","features_profile_test","TestDirectory","","","test_each_user_have_email",""
"passed","Thu Mar 28 08:50:37 GMT 2024","Thu Mar 28 08:50:45 GMT 2024","7757","tests","features_profile_test","TestPimReports","","","test_find_invalid_report",""
"broken","Thu Mar 28 08:50:13 GMT 2024","Thu Mar 28 08:50:37 GMT 2024","24066","tests","features_profile_test","TestPimReports","","","test_find_a_new_report",""
"passed","Thu Mar 28 08:48:27 GMT 2024","Thu Mar 28 08:48:36 GMT 2024","8829","tests","features_profile_test","TestNationalities","","","test_empty_field",""
"passed","Thu Mar 28 08:53:35 GMT 2024","Thu Mar 28 08:53:44 GMT 2024","8717","tests","features_profile_test","TestRecruitmentCandidate","","","test_found_only_sales_after_chosen_from_dropdown",""
"passed","Thu Mar 28 08:50:46 GMT 2024","Thu Mar 28 08:50:58 GMT 2024","12842","tests","features_profile_test","TestPimReports","","","test_delete_report",""
"passed","Thu Mar 28 08:51:26 GMT 2024","Thu Mar 28 08:51:42 GMT 2024","16242","tests","features_profile_test","TestVacancies","","","test_add_vacancy_QA",""
"passed","Thu Mar 28 08:47:27 GMT 2024","Thu Mar 28 08:47:30 GMT 2024","2813","tests","features_profile_test","TestProfileFeatures","","","test_with_valid_crendentional",""
"passed","Thu Mar 28 08:49:59 GMT 2024","Thu Mar 28 08:50:13 GMT 2024","13619","tests","features_profile_test","TestPimReports","","","test_add_report",""
"passed","Thu Mar 28 08:52:40 GMT 2024","Thu Mar 28 08:52:48 GMT 2024","8171","tests","features_profile_test","TestRecruitmentCandidate","","","test_shown_error_when_empty_fields",""
"passed","Thu Mar 28 08:50:59 GMT 2024","Thu Mar 28 08:51:08 GMT 2024","9215","tests","features_profile_test","TestPimReports","","","test_sort_ascending_name",""
"passed","Thu Mar 28 08:49:37 GMT 2024","Thu Mar 28 08:49:45 GMT 2024","7279","tests","features_profile_test","TestDirectory","","","test_all_locations_are_presented_in_dropdown",""
