"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","27152","test_scraping_all_countries_in_table","tests","Tue Jan 27 16:41:25 UTC 2026","broken","Tue Jan 27 16:41:52 UTC 2026","TestNationalities","features_profile_test","",""
"","26093","Validate 'Required' error when Nationality field is empty","tests","Tue Jan 27 16:44:38 UTC 2026","broken","Tue Jan 27 16:45:04 UTC 2026","TestNationalities","features_profile_test","",""
"","28554","Validate error when nationality already exists (Ukraine)","tests","Tue Jan 27 16:44:09 UTC 2026","broken","Tue Jan 27 16:44:38 UTC 2026","TestNationalities","features_profile_test","",""
"","27322","Delete nationality: Portu","tests","Tue Jan 27 16:43:42 UTC 2026","broken","Tue Jan 27 16:44:09 UTC 2026","TestNationalities","features_profile_test","",""
"","29186","Delete nationality: Kyiv","tests","Tue Jan 27 16:42:45 UTC 2026","broken","Tue Jan 27 16:43:14 UTC 2026","TestNationalities","features_profile_test","",""
"","25978","test_add_country","tests","Tue Jan 27 16:41:53 UTC 2026","broken","Tue Jan 27 16:42:19 UTC 2026","TestNationalities","features_profile_test","",""
"","27193","Add nationality: Portu","tests","Tue Jan 27 16:43:14 UTC 2026","broken","Tue Jan 27 16:43:41 UTC 2026","TestNationalities","features_profile_test","",""
"","25426","Add nationality: Kyiv","tests","Tue Jan 27 16:42:19 UTC 2026","broken","Tue Jan 27 16:42:44 UTC 2026","TestNationalities","features_profile_test","",""
"","26887","Edit nationality and verify update notification","tests","Tue Jan 27 16:45:04 UTC 2026","broken","Tue Jan 27 16:45:31 UTC 2026","TestNationalities","features_profile_test","",""
