"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_each_user_have_email","tests","Wed Jan 28 13:46:41 UTC 2026","broken","Wed Jan 28 13:46:41 UTC 2026","TestDirectory","features_profile_test","",""
"","0","test_show_error_when_empty_field","tests","Wed Jan 28 13:46:42 UTC 2026","broken","Wed Jan 28 13:46:42 UTC 2026","TestVacancies","features_profile_test","",""
"","0","test_if_search_for_july_in_calendar","tests","Wed Jan 28 13:46:47 UTC 2026","broken","Wed Jan 28 13:46:47 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","0","test_display_job_title_in_table_after_chosen_dropdown[engineer]","tests","Wed Jan 28 13:46:43 UTC 2026","broken","Wed Jan 28 13:46:43 UTC 2026","TestVacancies","features_profile_test","",""
"","0","test_sorting_in_candidates_table[click_on_sort_icon_candidate-are_sorted_ascending_candidate_in_table-Candidate-Ascending]","tests","Wed Jan 28 13:46:46 UTC 2026","broken","Wed Jan 28 13:46:46 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","0","test_add_report","tests","Wed Jan 28 13:46:41 UTC 2026","broken","Wed Jan 28 13:46:41 UTC 2026","TestPimReports","features_profile_test","",""
"","0","test_found_only_engineer_chosen_from_dropdown","tests","Wed Jan 28 13:46:45 UTC 2026","broken","Wed Jan 28 13:46:45 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","0","test_is_display_employee_after_filters_parametrized[Software Engineer]","tests","Wed Jan 28 13:46:39 UTC 2026","broken","Wed Jan 28 13:46:39 UTC 2026","TestDirectory","features_profile_test","",""
"","0","test_shown_error_when_empty_fields","tests","Wed Jan 28 13:46:44 UTC 2026","broken","Wed Jan 28 13:46:44 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","0","test_find_invalid_report","tests","Wed Jan 28 13:46:41 UTC 2026","broken","Wed Jan 28 13:46:41 UTC 2026","TestPimReports","features_profile_test","",""
"","0","test_display_sales_in_table_after_chosen_dropdown","tests","Wed Jan 28 13:46:43 UTC 2026","broken","Wed Jan 28 13:46:43 UTC 2026","TestVacancies","features_profile_test","",""
"","0","test_no_records","tests","Wed Jan 28 13:46:40 UTC 2026","broken","Wed Jan 28 13:46:40 UTC 2026","TestDirectory","features_profile_test","",""
"","0","test_hidden_block","tests","Wed Jan 28 13:46:44 UTC 2026","broken","Wed Jan 28 13:46:44 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","0","test_display_engineer_in_table_after_chosen_dropdown","tests","Wed Jan 28 13:46:42 UTC 2026","broken","Wed Jan 28 13:46:42 UTC 2026","TestVacancies","features_profile_test","",""
"","0","test_sorting_in_candidates_table[click_on_sort_icon_hiring-are_sorted_ascending_hiring_in_table-Hiring-Ascending]","tests","Wed Jan 28 13:46:47 UTC 2026","broken","Wed Jan 28 13:46:47 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","0","test_add_porto","tests","Wed Jan 28 13:46:38 UTC 2026","broken","Wed Jan 28 13:46:38 UTC 2026","TestNationalities","features_profile_test","",""
"","0","test_found_invalid_data","tests","Wed Jan 28 13:46:44 UTC 2026","broken","Wed Jan 28 13:46:44 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","0","test_is_display_hr_after_filters","tests","Wed Jan 28 13:46:39 UTC 2026","broken","Wed Jan 28 13:46:39 UTC 2026","TestDirectory","features_profile_test","",""
"","0","test_is_display_employee_after_filters_parametrized[HR Manager]","tests","Wed Jan 28 13:46:39 UTC 2026","broken","Wed Jan 28 13:46:39 UTC 2026","TestDirectory","features_profile_test","",""
"","0","test_is_display_employee_after_filters","tests","Wed Jan 28 13:46:39 UTC 2026","broken","Wed Jan 28 13:46:39 UTC 2026","TestDirectory","features_profile_test","",""
"","0","test_scraping_all_countries_in_table","tests","Wed Jan 28 13:46:34 UTC 2026","broken","Wed Jan 28 13:46:34 UTC 2026","TestNationalities","features_profile_test","",""
"","0","test_all_locations_are_presented_in_dropdown","tests","Wed Jan 28 13:46:40 UTC 2026","broken","Wed Jan 28 13:46:40 UTC 2026","TestDirectory","features_profile_test","",""
"","0","test_add_country","tests","Wed Jan 28 13:46:37 UTC 2026","broken","Wed Jan 28 13:46:37 UTC 2026","TestNationalities","features_profile_test","",""
"","0","test_found_only_rejected_status_chosen_from_dropdown","tests","Wed Jan 28 13:46:45 UTC 2026","broken","Wed Jan 28 13:46:45 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","0","test_delete_porto","tests","Wed Jan 28 13:46:38 UTC 2026","broken","Wed Jan 28 13:46:38 UTC 2026","TestNationalities","features_profile_test","",""
"","0","test_found_no_records","tests","Wed Jan 28 13:46:44 UTC 2026","broken","Wed Jan 28 13:46:44 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","0","test_if_search_for_invalid_record_via_calendar","tests","Wed Jan 28 13:46:48 UTC 2026","broken","Wed Jan 28 13:46:48 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","0","test_sorting_in_candidates_table[click_on_sort_icon_candidate-are_sorted_descending_candidate_in_table-Candidate-Descending]","tests","Wed Jan 28 13:46:46 UTC 2026","broken","Wed Jan 28 13:46:46 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","0","test_sorting_in_candidates_table[click_on_sort_icon_btn-are_sorted_descending_vacancy_in_table-Vacancy-Descending]","tests","Wed Jan 28 13:46:46 UTC 2026","broken","Wed Jan 28 13:46:46 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","0","test_delete_kyiv_from_table","tests","Wed Jan 28 13:46:38 UTC 2026","broken","Wed Jan 28 13:46:38 UTC 2026","TestNationalities","features_profile_test","",""
"","0","test_search_for_valid_data_via_calendar","tests","Wed Jan 28 13:46:47 UTC 2026","broken","Wed Jan 28 13:46:47 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","0","test_if_search_for_11_in_calendar","tests","Wed Jan 28 13:46:47 UTC 2026","broken","Wed Jan 28 13:46:47 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","0","test_add_kyiv","tests","Wed Jan 28 13:46:37 UTC 2026","broken","Wed Jan 28 13:46:37 UTC 2026","TestNationalities","features_profile_test","",""
"","0","test_sorting_in_candidates_table[click_on_sort_icon_btn-are_sorted_ascending_vacancy_in_table-Vacancy-Ascending]","tests","Wed Jan 28 13:46:46 UTC 2026","broken","Wed Jan 28 13:46:46 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","0","test_if_search_for_invalid_data_via_calendar","tests","Wed Jan 28 13:46:48 UTC 2026","broken","Wed Jan 28 13:46:48 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","0","test_found_only_sales_after_chosen_from_dropdown","tests","Wed Jan 28 13:46:45 UTC 2026","broken","Wed Jan 28 13:46:45 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","0","test_add_new_candidate","tests","Wed Jan 28 13:46:43 UTC 2026","broken","Wed Jan 28 13:46:43 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","1","test_delete_report","tests","Wed Jan 28 13:46:41 UTC 2026","broken","Wed Jan 28 13:46:41 UTC 2026","TestPimReports","features_profile_test","",""
"","0","test_sorting_in_candidates_table[click_on_sort_icon_hiring-are_sorted_descending_hiring_in_table-Hiring-Descending]","tests","Wed Jan 28 13:46:47 UTC 2026","broken","Wed Jan 28 13:46:47 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","0","test_vacancy_existed","tests","Wed Jan 28 13:46:42 UTC 2026","broken","Wed Jan 28 13:46:42 UTC 2026","TestVacancies","features_profile_test","",""
"","0","test_is_display_employee_after_filters_parametrized[Chief Financial Officer]","tests","Wed Jan 28 13:46:40 UTC 2026","broken","Wed Jan 28 13:46:40 UTC 2026","TestDirectory","features_profile_test","",""
"","0","test_country_is_exist","tests","Wed Jan 28 13:46:38 UTC 2026","broken","Wed Jan 28 13:46:38 UTC 2026","TestNationalities","features_profile_test","",""
"","0","test_add_vacancy_QA","tests","Wed Jan 28 13:46:42 UTC 2026","broken","Wed Jan 28 13:46:42 UTC 2026","TestVacancies","features_profile_test","",""
"","0","test_found_only_manager_chosen_from_dropdown","tests","Wed Jan 28 13:46:45 UTC 2026","broken","Wed Jan 28 13:46:45 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","0","test_display_job_title_in_table_after_chosen_dropdown[sales]","tests","Wed Jan 28 13:46:43 UTC 2026","broken","Wed Jan 28 13:46:43 UTC 2026","TestVacancies","features_profile_test","",""
"","0","test_hide_block","tests","Wed Jan 28 13:46:42 UTC 2026","broken","Wed Jan 28 13:46:42 UTC 2026","TestPimReports","features_profile_test","",""
"","0","test_is_display_employee_after_filters_parametrized[QA Engineer]","tests","Wed Jan 28 13:46:40 UTC 2026","broken","Wed Jan 28 13:46:40 UTC 2026","TestDirectory","features_profile_test","",""
"","0","test_find_a_new_report","tests","Wed Jan 28 13:46:41 UTC 2026","broken","Wed Jan 28 13:46:41 UTC 2026","TestPimReports","features_profile_test","",""
"","0","test_found_only_qa_lead_after_chosen_from_dropdown","tests","Wed Jan 28 13:46:45 UTC 2026","broken","Wed Jan 28 13:46:45 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","0","test_found_candidate","tests","Wed Jan 28 13:46:44 UTC 2026","broken","Wed Jan 28 13:46:44 UTC 2026","TestRecruitmentCandidate","features_profile_test","",""
"","0","test_empty_field","tests","Wed Jan 28 13:46:38 UTC 2026","broken","Wed Jan 28 13:46:38 UTC 2026","TestNationalities","features_profile_test","",""
"","0","test_edit_country","tests","Wed Jan 28 13:46:39 UTC 2026","broken","Wed Jan 28 13:46:39 UTC 2026","TestNationalities","features_profile_test","",""
